Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_5,GO:0030334~regulation of cell migration,23,10.550458715596331,1.028337595368374E-4,"211719_X_AT, 202311_S_AT, 207980_S_AT, 202436_S_AT, 213241_AT, 209737_AT, 208949_S_AT, 206214_AT, 205051_S_AT, 209687_AT, 201474_S_AT, 214702_AT, 213103_AT, 203510_AT, 212464_S_AT, 216442_X_AT, 202310_S_AT, 202435_S_AT, 208399_S_AT, 213135_AT, 202071_AT, 219195_AT, 201430_S_AT, 201666_AT, 202286_S_AT, 214701_S_AT, 204606_AT, 210495_X_AT, 202295_S_AT, 203685_AT, 202437_S_AT",213,685,16130,2.5426818820465376,0.22055956797146326,0.03558048079974574,0.03458152427853075
GOTERM_CC_5,GO:0016324~apical plasma membrane,14,6.422018348623854,1.0710685754456655E-4,"211719_X_AT, 204124_AT, 213693_S_AT, 202920_AT, 206529_X_AT, 211478_S_AT, 209515_S_AT, 206209_S_AT, 213308_AT, 214701_S_AT, 203717_AT, 205710_AT, 221073_S_AT, 210495_X_AT, 207847_S_AT, 209514_S_AT, 203716_S_AT, 214702_AT, 204288_S_AT, 212464_S_AT, 213664_AT, 216442_X_AT, 201926_S_AT, 222294_S_AT",200,293,15514,3.70641638225256,0.03016972968650089,0.0061265122515492074,0.005740927564388767
GOTERM_BP_5,GO:0031346~positive regulation of cell projection organization,14,6.422018348623854,1.9760559436643625E-4,"211719_X_AT, 209470_S_AT, 213135_AT, 209737_AT, 201430_S_AT, 214701_S_AT, 209288_S_AT, 204606_AT, 205051_S_AT, 206070_S_AT, 212531_AT, 209687_AT, 210495_X_AT, 205728_AT, 209822_S_AT, 201474_S_AT, 214702_AT, 212464_S_AT, 216442_X_AT, 209469_AT",213,304,16130,3.4874598468000992,0.3805019143057313,0.04662031784431859,0.0453114071864269
GOTERM_BP_5,GO:0051960~regulation of nervous system development,24,11.009174311926607,2.0345158446340476E-4,"211719_X_AT, 209292_AT, 213241_AT, 203911_AT, 209737_AT, 208025_S_AT, 204105_S_AT, 212850_S_AT, 205051_S_AT, 206070_S_AT, 209687_AT, 218856_AT, 209822_S_AT, 201474_S_AT, 214702_AT, 212464_S_AT, 216442_X_AT, 202709_AT, 203349_S_AT, 212157_AT, 213135_AT, 204042_AT, 201430_S_AT, 214701_S_AT, 214930_AT, 210495_X_AT, 219743_AT, 203685_AT, 202826_AT",213,769,16130,2.3634132493269107,0.38921688068510785,0.04662031784431859,0.0453114071864269
GOTERM_CC_5,GO:0005887~integral component of plasma membrane,39,17.889908256880734,2.0497074616184145E-4,"210471_S_AT, 212110_AT, 211343_S_AT, 213693_S_AT, 206765_AT, 206529_X_AT, 209473_AT, 208228_S_AT, 213241_AT, 209228_X_AT, 213308_AT, 204105_S_AT, 203908_AT, 221266_S_AT, 205485_AT, 202609_AT, 206070_S_AT, 203638_S_AT, 205728_AT, 218856_AT, 201474_S_AT, 210342_S_AT, 203510_AT, 208161_S_AT, 205357_S_AT, 204401_AT, 205016_AT, 205876_AT, 206043_S_AT, 213423_X_AT, 204124_AT, 202071_AT, 205498_AT, 207691_X_AT, 202286_S_AT, 209227_AT, 209990_S_AT, 204932_AT, 209474_S_AT, 37408_AT, 207789_S_AT, 204686_AT, 207847_S_AT, 213664_AT, 201926_S_AT",200,1635,15514,1.8502935779816516,0.056942141152869885,0.0090076184088827,0.008440705362169804
GOTERM_CC_5,GO:0031226~intrinsic component of plasma membrane,40,18.34862385321101,2.2046618483279338E-4,"210471_S_AT, 212110_AT, 211343_S_AT, 213693_S_AT, 206765_AT, 206529_X_AT, 209473_AT, 208228_S_AT, 213241_AT, 209228_X_AT, 213308_AT, 204105_S_AT, 203908_AT, 221266_S_AT, 205485_AT, 202609_AT, 206070_S_AT, 203638_S_AT, 205728_AT, 218856_AT, 201474_S_AT, 210342_S_AT, 203510_AT, 208161_S_AT, 205357_S_AT, 204401_AT, 205016_AT, 205876_AT, 206043_S_AT, 213423_X_AT, 204124_AT, 202071_AT, 205498_AT, 207691_X_AT, 202286_S_AT, 209227_AT, 206209_S_AT, 209990_S_AT, 204932_AT, 209474_S_AT, 37408_AT, 207789_S_AT, 204686_AT, 207847_S_AT, 213664_AT, 201926_S_AT",200,1701,15514,1.824103468547913,0.06111312453761242,0.0090076184088827,0.008440705362169804
GOTERM_BP_5,GO:0030318~melanocyte differentiation,5,2.293577981651376,2.507377575195845E-4,"205051_S_AT, 208399_S_AT, 207144_S_AT, 209514_S_AT, 203685_AT, 222294_S_AT, 209515_S_AT",213,24,16130,15.776604068857589,0.4553510201593095,0.04662031784431859,0.0453114071864269
GOTERM_BP_5,GO:0050767~regulation of neurogenesis,22,10.091743119266056,2.636458328589285E-4,"211719_X_AT, 209292_AT, 213241_AT, 203911_AT, 209737_AT, 208025_S_AT, 204105_S_AT, 212850_S_AT, 205051_S_AT, 206070_S_AT, 209687_AT, 218856_AT, 209822_S_AT, 201474_S_AT, 214702_AT, 212464_S_AT, 216442_X_AT, 202709_AT, 203349_S_AT, 212157_AT, 213135_AT, 201430_S_AT, 214701_S_AT, 210495_X_AT, 219743_AT, 203685_AT, 202826_AT",213,682,16130,2.4428290171134335,0.47212622065594934,0.04662031784431859,0.0453114071864269
GOTERM_BP_5,GO:0048639~positive regulation of developmental growth,10,4.587155963302752,2.812366513630117E-4,"211719_X_AT, 219778_AT, 205498_AT, 208228_S_AT, 208025_S_AT, 214701_S_AT, 209687_AT, 209173_AT, 203638_S_AT, 49452_AT, 210495_X_AT, 203685_AT, 219743_AT, 214702_AT, 212464_S_AT, 216442_X_AT",213,161,16130,4.703583821771207,0.49415867542436376,0.04662031784431859,0.0453114071864269
GOTERM_BP_5,GO:2000145~regulation of cell motility,23,10.550458715596331,2.834997046682206E-4,"211719_X_AT, 202311_S_AT, 207980_S_AT, 202436_S_AT, 213241_AT, 209737_AT, 208949_S_AT, 206214_AT, 205051_S_AT, 209687_AT, 201474_S_AT, 214702_AT, 213103_AT, 203510_AT, 212464_S_AT, 216442_X_AT, 202310_S_AT, 202435_S_AT, 208399_S_AT, 213135_AT, 202071_AT, 219195_AT, 201430_S_AT, 201666_AT, 202286_S_AT, 214701_S_AT, 204606_AT, 210495_X_AT, 202295_S_AT, 203685_AT, 202437_S_AT",213,736,16130,2.366490610328639,0.4969255830466843,0.04662031784431859,0.0453114071864269
GOTERM_BP_5,GO:0072359~circulatory system development,27,12.385321100917432,2.887302921819896E-4,"210471_S_AT, 211719_X_AT, 221900_AT, 209395_AT, 202311_S_AT, 202920_AT, 207980_S_AT, 202436_S_AT, 208228_S_AT, 204105_S_AT, 217127_AT, 205485_AT, 205051_S_AT, 205710_AT, 203638_S_AT, 49452_AT, 201474_S_AT, 214702_AT, 213103_AT, 204288_S_AT, 212464_S_AT, 216442_X_AT, 205016_AT, 219778_AT, 202310_S_AT, 202435_S_AT, 203960_S_AT, 214701_S_AT, 214930_AT, 207144_S_AT, 210495_X_AT, 209396_S_AT, 202295_S_AT, 219743_AT, 202826_AT, 202437_S_AT, 210605_S_AT",213,945,16130,2.163648558014755,0.503262973335659,0.04662031784431859,0.0453114071864269
GOTERM_BP_5,GO:0072358~cardiovascular system development,27,12.385321100917432,2.887302921819896E-4,"210471_S_AT, 211719_X_AT, 221900_AT, 209395_AT, 202311_S_AT, 202920_AT, 207980_S_AT, 202436_S_AT, 208228_S_AT, 204105_S_AT, 217127_AT, 205485_AT, 205051_S_AT, 205710_AT, 203638_S_AT, 49452_AT, 201474_S_AT, 214702_AT, 213103_AT, 204288_S_AT, 212464_S_AT, 216442_X_AT, 205016_AT, 219778_AT, 202310_S_AT, 202435_S_AT, 203960_S_AT, 214701_S_AT, 214930_AT, 207144_S_AT, 210495_X_AT, 209396_S_AT, 202295_S_AT, 219743_AT, 202826_AT, 202437_S_AT, 210605_S_AT",213,945,16130,2.163648558014755,0.503262973335659,0.04662031784431859,0.0453114071864269
GOTERM_BP_5,GO:0007399~nervous system development,48,22.018348623853214,3.222190076943353E-4,"211719_X_AT, 203180_AT, 213839_AT, 207980_S_AT, 203911_AT, 208228_S_AT, 213241_AT, 209737_AT, 204105_S_AT, 212850_S_AT, 205051_S_AT, 206070_S_AT, 205710_AT, 203638_S_AT, 205728_AT, 204870_S_AT, 218856_AT, 213422_S_AT, 201474_S_AT, 218332_AT, 214702_AT, 212464_S_AT, 202709_AT, 208399_S_AT, 213135_AT, 202071_AT, 204493_AT, 211725_S_AT, 204042_AT, 201430_S_AT, 214930_AT, 210495_X_AT, 212843_AT, 210471_S_AT, 209292_AT, 211596_S_AT, 202920_AT, 219049_AT, 208025_S_AT, 213308_AT, 209687_AT, 209822_S_AT, 216442_X_AT, 209469_AT, 203349_S_AT, 212157_AT, 209470_S_AT, 219195_AT, 214701_S_AT, 205413_AT, 207144_S_AT, 202350_S_AT, 219743_AT, 203685_AT, 202826_AT, 218559_S_AT",213,2170,16130,1.6750827545920686,0.5419891782010924,0.04877590228973001,0.04740647150702908
GOTERM_CC_5,GO:0099503~secretory vesicle,17,7.79816513761468,3.47625035594372E-4,"211719_X_AT, 202311_S_AT, 202833_S_AT, 216944_S_AT, 205051_S_AT, 211429_S_AT, 204870_S_AT, 214354_X_AT, 209514_S_AT, 214702_AT, 212464_S_AT, 216442_X_AT, 205382_S_AT, 205612_AT, 209810_AT, 202310_S_AT, 204623_AT, 203710_AT, 201430_S_AT, 201666_AT, 209515_S_AT, 206209_S_AT, 214701_S_AT, 207808_S_AT, 213936_X_AT, 206806_AT, 210495_X_AT, 37004_AT, 202295_S_AT, 222294_S_AT",200,467,15514,2.8237473233404713,0.09465396093649059,0.0124275950224988,0.011645438692411463
GOTERM_BP_5,GO:0060541~respiratory system development,11,5.045871559633028,3.61984093246452E-4,"210471_S_AT, 219778_AT, 209395_AT, 203180_AT, 208228_S_AT, 208025_S_AT, 203960_S_AT, 217853_AT, 209173_AT, 203638_S_AT, 202295_S_AT, 209396_S_AT, 201474_S_AT",213,203,16130,4.103471403131432,0.5840733024707752,0.051572086696641574,0.05012415032365576
GOTERM_BP_5,GO:0006721~terpenoid metabolic process,8,3.669724770642202,4.978421310133728E-4,"205350_AT, 203180_AT, 212157_AT, 205710_AT, 202435_S_AT, 202071_AT, 212224_AT, 202436_S_AT, 204151_X_AT, 202437_S_AT",213,106,16130,5.715298077774825,0.7007787011807898,0.06594882885584702,0.06409725149738395
GOTERM_BP_5,GO:0034754~cellular hormone metabolic process,8,3.669724770642202,5.26849266165028E-4,"211653_X_AT, 205350_AT, 203180_AT, 205700_AT, 202435_S_AT, 209699_X_AT, 212224_AT, 202436_S_AT, 219195_AT, 37512_AT, 204151_X_AT, 202437_S_AT",213,107,16130,5.661884077047957,0.7210972617359871,0.06594882885584702,0.06409725149738395
GOTERM_BP_5,GO:0030336~negative regulation of cell migration,11,5.045871559633028,5.502278964780692E-4,"202435_S_AT, 207980_S_AT, 202436_S_AT, 219195_AT, 201430_S_AT, 209737_AT, 201666_AT, 202286_S_AT, 204606_AT, 209687_AT, 203685_AT, 213103_AT, 202437_S_AT",213,214,16130,3.892545302970471,0.7364650046874229,0.06594882885584702,0.06409725149738395
GOTERM_BP_5,GO:0007166~cell surface receptor signaling pathway,55,25.229357798165136,5.718106548194829E-4,"207980_S_AT, 213241_AT, 208228_S_AT, 209737_AT, 208949_S_AT, 212611_AT, 204513_S_AT, 212850_S_AT, 202609_AT, 205051_S_AT, 210473_S_AT, 206070_S_AT, 203638_S_AT, 218856_AT, 201650_AT, 201474_S_AT, 203510_AT, 204872_AT, 202709_AT, 205016_AT, 205876_AT, 201843_S_AT, 221840_AT, 203221_AT, 208399_S_AT, 219077_S_AT, 213135_AT, 204493_AT, 211725_S_AT, 205498_AT, 202286_S_AT, 204917_S_AT, 204932_AT, 212843_AT, 202311_S_AT, 214803_AT, 208025_S_AT, 209687_AT, 221016_S_AT, 209822_S_AT, 203256_AT, 204401_AT, 220204_S_AT, 212157_AT, 202310_S_AT, 204918_S_AT, 219195_AT, 208712_AT, 203960_S_AT, 204606_AT, 212531_AT, 209173_AT, 201842_S_AT, 206806_AT, 207144_S_AT, 221577_X_AT, 204686_AT, 219743_AT, 203685_AT, 219093_AT, 220203_AT",213,2669,16130,1.560518349261298,0.7498997618129821,0.06594882885584702,0.06409725149738395
GOTERM_BP_5,GO:0060348~bone development,10,4.587155963302752,6.101937382509725E-4,"211343_S_AT, 202311_S_AT, 202310_S_AT, 203058_S_AT, 207980_S_AT, 205713_S_AT, 205498_AT, 203060_S_AT, 208228_S_AT, 219049_AT, 205485_AT, 205051_S_AT, 203638_S_AT",213,179,16130,4.230597739134996,0.772123325324295,0.0671767833656298,0.06529072999285405
GOTERM_CC_5,GO:0031093~platelet alpha granule lumen,6,2.7522935779816518,6.82747839537671E-4,"205382_S_AT, 214701_S_AT, 211719_X_AT, 205612_AT, 207808_S_AT, 211429_S_AT, 210495_X_AT, 202833_S_AT, 214702_AT, 212464_S_AT, 216442_X_AT, 201666_AT",200,55,15514,8.462181818181818,0.1774389475080358,0.02169620912308599,0.020330713444010648
GOTERM_BP_5,GO:0001706~endoderm formation,6,2.7522935779816518,7.010975851440475E-4,"208893_S_AT, 214701_S_AT, 211719_X_AT, 208892_S_AT, 210495_X_AT, 204014_AT, 209270_AT, 214702_AT, 209457_AT, 212464_S_AT, 208025_S_AT, 216442_X_AT",213,54,16130,8.414188836724048,0.8171986482615408,0.06926940470101235,0.0673245989538328
GOTERM_BP_5,GO:0097190~apoptotic signaling pathway,19,8.715596330275229,7.071691699500821E-4,"213693_S_AT, 203786_S_AT, 202436_S_AT, 208949_S_AT, 216944_S_AT, 217127_AT, 210372_S_AT, 209687_AT, 218858_AT, 218856_AT, 201487_AT, 202435_S_AT, 203710_AT, 219077_S_AT, 204493_AT, 211725_S_AT, 215380_S_AT, 202908_AT, 212531_AT, 204932_AT, 207847_S_AT, 202295_S_AT, 203685_AT, 202437_S_AT, 219877_AT",213,583,16130,2.4679696244936746,0.8198701035602017,0.06926940470101235,0.0673245989538328
GOTERM_BP_5,GO:0051216~cartilage development,10,4.587155963302752,7.150021129336535E-4,"201843_S_AT, 220204_S_AT, 209395_AT, 202311_S_AT, 202310_S_AT, 205713_S_AT, 205498_AT, 219049_AT, 208025_S_AT, 201666_AT, 201842_S_AT, 209396_S_AT, 202589_AT, 220203_AT",213,183,16130,4.138125657405269,0.8232589775345862,0.06926940470101235,0.0673245989538328
GOTERM_CC_5,GO:0034774~secretory granule lumen,7,3.211009174311927,8.28855585067397E-4,"205382_S_AT, 211719_X_AT, 205612_AT, 202833_S_AT, 201666_AT, 214701_S_AT, 207808_S_AT, 211429_S_AT, 210495_X_AT, 204870_S_AT, 214702_AT, 212464_S_AT, 216442_X_AT",200,86,15514,6.313837209302326,0.21112783505117672,0.023705269732927553,0.02221332967980624
GOTERM_BP_5,GO:0060349~bone morphogenesis,7,3.211009174311927,8.325346495893471E-4,"211343_S_AT, 202311_S_AT, 202310_S_AT, 207980_S_AT, 203638_S_AT, 205713_S_AT, 205498_AT, 208228_S_AT, 219049_AT",213,84,16130,6.310641627543037,0.8670884792744187,0.07430229453037462,0.07221618551796115
GOTERM_BP_5,GO:0043067~regulation of programmed cell death,34,15.59633027522936,8.356268306538583E-4,"203180_AT, 213693_S_AT, 207980_S_AT, 203786_S_AT, 205713_S_AT, 202436_S_AT, 208228_S_AT, 208025_S_AT, 208949_S_AT, 217127_AT, 205051_S_AT, 210372_S_AT, 209687_AT, 221073_S_AT, 203638_S_AT, 218858_AT, 218856_AT, 203510_AT, 201487_AT, 205016_AT, 220204_S_AT, 208892_S_AT, 202435_S_AT, 203221_AT, 219077_S_AT, 213135_AT, 219195_AT, 204493_AT, 211725_S_AT, 201666_AT, 208893_S_AT, 204606_AT, 202908_AT, 204932_AT, 207144_S_AT, 207847_S_AT, 202295_S_AT, 221577_X_AT, 219743_AT, 203685_AT, 202437_S_AT, 220203_AT",213,1413,16130,1.8221810219657175,0.8680814033942923,0.07430229453037462,0.07221618551796115
